forecast_time,temperature_c,humidity_percent,precipitation_mm,rain_mm,wind_speed_kmh,wind_gusts_kmh,surface_pressure_hpa,weather_code,province_code,province_name,latitude,longitude,data_fetched_at
2026-07-10T00:00,26.4,97,0.8,0.2,3.0,7.6,1000.5,53,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T01:00,26.8,96,0.1,0.1,2.3,5.8,999.9,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T02:00,26.4,97,1.0,0.7,4.6,8.6,999.5,55,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T03:00,26.2,97,0.4,0.3,6.9,12.2,999.2,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T04:00,25.8,95,0.3,0.0,5.9,16.6,999.3,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T05:00,25.2,97,2.3,0.5,4.3,15.8,999.5,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T06:00,25.1,98,1.0,0.2,6.9,12.6,1000.1,55,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T07:00,26.4,92,1.0,0.1,2.4,20.2,1000.7,55,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T08:00,26.7,91,1.4,0.2,2.3,8.3,1000.8,80,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T09:00,27.3,90,0.8,0.4,1.1,8.3,1000.7,53,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T10:00,28.1,87,0.3,0.2,1.7,12.2,1001.0,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T11:00,28.4,87,0.2,0.1,2.1,12.6,1000.6,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T12:00,28.6,85,0.2,0.1,4.1,13.3,999.6,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T13:00,30.8,73,0.6,0.0,1.9,14.8,999.6,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T14:00,31.6,71,0.1,0.1,4.2,17.6,998.4,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T15:00,31.9,70,0.0,0.0,4.0,17.6,998.1,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T16:00,30.8,75,0.0,0.0,8.4,18.7,997.4,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T17:00,28.6,89,2.4,1.0,9.8,25.9,997.9,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T18:00,28.5,90,0.4,0.4,4.4,20.2,998.0,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T19:00,27.9,94,0.1,0.1,5.4,10.4,998.4,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T20:00,27.6,96,0.0,0.0,6.4,11.2,998.7,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T21:00,27.3,97,0.0,0.0,4.1,11.5,999.1,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T22:00,27.0,97,0.0,0.0,5.2,9.7,999.4,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T23:00,26.7,98,0.0,0.0,3.8,10.1,999.2,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T00:00,26.6,98,0.0,0.0,4.3,7.9,999.0,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T01:00,26.4,98,0.0,0.0,5.4,11.2,998.2,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T02:00,26.2,98,0.0,0.0,4.0,10.1,997.9,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T03:00,26.1,99,0.0,0.0,4.2,8.3,998.0,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T04:00,26.0,98,0.0,0.0,2.4,7.9,998.1,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T05:00,25.9,99,0.0,0.0,1.3,4.7,998.0,0,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T06:00,26.1,97,0.1,0.1,3.0,6.1,998.7,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T07:00,27.0,93,0.2,0.2,3.3,10.4,998.8,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T08:00,28.2,88,0.1,0.0,3.1,12.2,998.9,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T09:00,29.2,82,0.3,0.1,6.1,17.6,998.9,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T10:00,29.4,81,0.3,0.1,6.0,18.0,998.6,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T11:00,30.2,80,0.3,0.0,5.7,18.4,998.1,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T12:00,31.2,76,0.3,0.0,4.6,18.4,997.4,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T13:00,32.0,73,0.3,0.1,3.7,17.6,996.1,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T14:00,32.0,73,0.2,0.0,3.1,16.6,995.2,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T15:00,32.0,74,0.2,0.0,4.7,16.6,994.4,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T16:00,31.8,76,0.2,0.1,3.1,16.6,994.0,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T17:00,29.4,87,1.8,0.8,7.5,20.9,994.5,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T18:00,28.8,89,0.7,0.6,6.3,13.3,995.1,53,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T19:00,28.3,93,0.2,0.2,5.3,11.2,996.1,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T20:00,28.0,95,0.0,0.0,3.5,9.7,996.9,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T21:00,27.6,96,0.0,0.0,3.2,7.9,997.8,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T22:00,27.4,97,0.0,0.0,3.5,6.8,998.2,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-11T23:00,27.2,98,0.0,0.0,2.7,6.8,998.3,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T00:00,27.0,99,0.0,0.0,3.0,5.4,997.7,0,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T01:00,26.6,99,0.0,0.0,1.6,5.4,997.2,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T02:00,25.7,98,1.8,0.4,5.0,15.8,997.8,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T03:00,25.9,97,0.6,0.6,1.4,8.6,997.6,53,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T04:00,26.0,97,0.4,0.4,3.1,7.6,997.3,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T05:00,25.9,97,0.1,0.1,5.5,10.4,997.5,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T06:00,26.0,97,0.3,0.2,5.9,11.5,998.3,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T07:00,26.2,96,0.2,0.2,6.5,13.7,998.8,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T08:00,26.9,93,0.2,0.1,8.1,18.4,999.5,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T09:00,27.5,89,0.1,0.1,8.1,20.9,999.8,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T10:00,29.9,76,0.2,0.1,7.8,20.5,999.4,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T11:00,31.0,72,0.1,0.1,7.8,22.7,998.8,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T12:00,31.9,69,0.3,0.1,5.2,21.2,998.1,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T13:00,32.6,68,0.1,0.0,0.6,18.4,997.1,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T14:00,32.8,68,0.1,0.1,2.1,16.9,996.1,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T15:00,32.9,68,0.0,0.0,2.3,16.9,995.1,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T16:00,32.9,68,0.0,0.0,4.3,16.6,994.9,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T17:00,28.2,90,2.2,0.8,10.1,31.3,995.7,80,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T18:00,28.4,90,0.2,0.2,11.2,23.4,996.3,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T19:00,27.7,91,0.0,0.0,4.8,21.6,997.4,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T20:00,27.5,91,0.0,0.0,3.6,8.6,998.6,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T21:00,27.2,93,0.0,0.0,2.8,7.6,999.5,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T22:00,27.1,94,0.0,0.0,1.5,5.4,1000.2,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-12T23:00,26.9,95,0.0,0.0,2.4,5.0,1000.0,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T00:00,26.7,96,0.0,0.0,1.7,4.7,999.7,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T01:00,26.5,97,0.0,0.0,2.8,5.8,999.5,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T02:00,26.4,98,0.0,0.0,3.0,5.8,999.1,0,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T03:00,26.4,97,0.0,0.0,4.6,9.0,999.0,0,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T04:00,26.1,97,0.0,0.0,6.8,13.0,999.2,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T05:00,25.8,97,0.2,0.1,7.3,15.5,999.4,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T06:00,25.9,96,0.2,0.2,4.3,14.0,999.9,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T07:00,26.3,94,0.1,0.1,4.6,11.2,999.9,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T08:00,27.4,88,0.1,0.0,5.0,13.7,1000.7,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T09:00,28.5,84,0.1,0.1,4.9,14.8,1001.1,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T10:00,29.9,78,0.0,0.0,5.1,16.6,1000.8,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T11:00,30.3,77,0.0,0.0,4.1,16.2,1000.4,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T12:00,31.0,74,0.1,0.0,1.7,16.2,1000.0,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T13:00,30.8,76,0.2,0.0,3.3,16.2,999.0,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T14:00,29.0,85,1.5,0.3,3.1,16.9,998.6,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T15:00,27.9,91,1.1,1.1,1.7,15.1,997.8,55,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T16:00,28.2,91,0.9,0.9,12.1,25.6,998.0,53,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T17:00,28.8,88,0.5,0.5,8.4,22.7,997.9,53,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T18:00,28.5,90,0.0,0.0,5.5,18.4,998.3,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T19:00,28.1,92,0.0,0.0,5.9,10.4,999.2,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T20:00,27.8,94,0.2,0.2,4.1,11.2,1000.3,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T21:00,27.5,96,0.0,0.0,4.1,7.6,1001.0,0,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T22:00,27.4,96,0.0,0.0,4.9,8.6,1001.4,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-13T23:00,27.2,96,0.0,0.0,4.7,10.8,1001.5,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T00:00,26.5,96,0.0,0.0,6.0,11.2,1001.4,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T01:00,26.3,96,1.1,0.7,3.1,11.5,1001.2,55,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T02:00,26.2,96,0.3,0.3,4.2,9.0,1000.3,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T03:00,25.8,98,0.0,0.0,5.3,12.6,1000.0,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T04:00,25.6,99,0.0,0.0,5.9,11.9,1000.0,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T05:00,25.6,98,0.0,0.0,5.4,11.2,1000.3,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T06:00,25.8,97,0.0,0.0,5.6,10.4,1000.7,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T07:00,26.4,94,0.0,0.0,4.2,11.9,1001.1,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T08:00,27.5,88,0.1,0.1,2.2,11.5,1001.4,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T09:00,28.9,80,0.1,0.1,0.3,10.8,1001.6,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T10:00,30.1,75,0.1,0.1,1.2,11.2,1001.6,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T11:00,30.7,73,0.3,0.1,1.5,13.3,1001.2,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T12:00,31.1,73,0.3,0.1,5.0,16.6,1000.6,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T13:00,31.2,73,0.3,0.1,7.5,19.4,1000.0,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T14:00,30.9,75,2.0,0.9,7.9,22.7,999.6,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T15:00,30.2,79,2.0,0.9,8.5,25.6,999.2,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T16:00,29.6,82,2.0,0.9,8.9,27.0,999.1,95,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T17:00,28.9,86,0.3,0.2,8.3,25.9,999.3,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T18:00,28.1,89,0.3,0.2,7.9,23.0,999.8,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T19:00,27.5,92,0.3,0.2,8.0,20.9,1000.3,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T20:00,27.1,94,0.5,0.3,7.3,20.2,1001.2,53,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T21:00,26.9,95,0.5,0.3,7.3,20.2,1002.3,53,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T22:00,26.6,96,0.5,0.3,7.5,19.8,1002.9,53,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-14T23:00,26.4,97,0.1,0.1,5.9,18.7,1002.8,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T00:00,26.2,97,0.1,0.1,4.6,17.3,1002.3,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T01:00,26.1,98,0.1,0.1,5.3,16.2,1001.9,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T02:00,25.9,98,0.0,0.0,6.3,15.1,1001.7,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T03:00,25.8,98,0.0,0.0,7.0,14.4,1001.5,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T04:00,25.7,98,0.0,0.0,7.4,14.0,1001.5,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T05:00,25.8,98,0.0,0.0,7.2,14.0,1001.7,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T06:00,25.9,97,0.0,0.0,6.6,14.4,1002.1,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T07:00,26.4,94,0.0,0.0,5.5,14.4,1002.4,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T08:00,27.4,89,0.1,0.1,4.0,14.0,1002.8,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T09:00,28.7,84,0.1,0.1,2.1,13.3,1003.2,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T10:00,29.8,79,0.1,0.1,0.6,13.3,1003.2,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T11:00,30.6,77,0.1,0.0,2.0,14.8,1002.5,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T12:00,31.3,75,0.1,0.0,3.8,16.9,1001.4,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T13:00,31.5,75,0.1,0.0,4.9,19.1,1000.5,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T14:00,31.0,77,2.7,0.2,4.3,20.5,999.9,96,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T15:00,30.1,82,2.7,0.2,2.8,22.0,999.4,96,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T16:00,29.3,86,2.7,0.2,2.2,22.3,999.2,96,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T17:00,28.7,89,0.2,0.2,3.6,22.0,999.3,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T18:00,28.1,92,0.2,0.2,6.4,20.5,999.6,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T19:00,27.7,94,0.2,0.2,8.5,19.4,1000.1,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T20:00,27.5,94,0.0,0.0,8.9,18.4,1000.9,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T21:00,27.4,94,0.0,0.0,8.7,16.9,1001.9,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T22:00,27.3,94,0.0,0.0,8.0,15.8,1002.4,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-15T23:00,27.2,95,0.0,0.0,7.0,15.5,1002.0,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T00:00,27.2,96,0.0,0.0,5.6,15.5,1001.1,1,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T01:00,27.1,97,0.0,0.0,4.1,14.8,1000.4,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T02:00,26.9,98,0.0,0.0,2.4,12.2,1000.2,2,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T03:00,26.7,99,0.0,0.0,0.9,9.4,1000.2,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T04:00,26.7,99,0.0,0.0,0.6,7.6,1000.3,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T05:00,26.9,98,0.0,0.0,2.2,8.3,1000.6,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T06:00,27.3,96,0.0,0.0,3.9,10.4,1001.1,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T07:00,28.0,93,0.0,0.0,4.8,12.6,1001.4,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T08:00,28.9,87,0.0,0.0,4.8,14.4,1001.7,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T09:00,30.1,81,0.0,0.0,4.6,16.2,1001.8,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T10:00,31.2,76,0.0,0.0,4.5,18.0,1001.6,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T11:00,32.2,71,0.1,0.0,5.0,20.2,1000.7,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T12:00,33.2,67,0.1,0.0,5.6,22.3,999.6,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T13:00,33.9,64,0.1,0.0,6.0,23.8,998.7,51,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T14:00,34.7,60,0.0,0.0,6.9,26.6,997.1,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T15:00,34.4,62,0.0,0.0,5.5,26.6,996.8,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T16:00,33.8,65,0.0,0.0,6.2,26.3,996.6,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T17:00,33.0,69,0.0,0.0,8.5,25.6,996.4,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T18:00,32.3,73,0.0,0.0,11.0,24.5,996.3,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T19:00,31.8,76,0.0,0.0,12.5,24.1,996.2,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T20:00,31.3,77,0.0,0.0,12.8,23.8,996.2,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T21:00,30.9,79,0.0,0.0,12.1,23.8,996.2,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T22:00,30.5,80,0.0,0.0,11.2,23.4,996.4,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-16T23:00,30.1,81,0.0,0.0,10.1,23.0,996.5,3,1,Thành phố Hà Nội,21.0283334,105.854041,2026-07-11T00:04:05
2026-07-10T00:00,24.6,95,0.0,0.0,1.5,5.4,964.0,3,4,Tỉnh Cao Bằng,22.7426936,106.1060926,2026-07-11T00:04:07
2026-07-10T01:00,25.0,96,0.0,0.0,1.0,3.6,963.4,2,4,Tỉnh Cao Bằng,22.7426936,106.1060926,2026-07-11T00:04:07
2026-07-10T02:00,24.3,97,0.1,0.1,1.4,2.9,962.8,51,4,Tỉnh Cao Bằng,22.7426936,106.1060926,2026-07-11T00:04:07
2026-07-10T03:00,23.9,97,0.2,0.0,2.8,7.9,962.7,51,4,Tỉnh Cao Bằng,22.7426936,106.1060926,2026-07-11T00:04:07
2026-07-10T04:00,24.1,97,0.1,0.1,2.6,5.4,962.8,51,4,Tỉnh Cao Bằng,22.7426936,106.1060926,2026-07-11T00:04:07
2026-07-10T05:00,24.4,94,0.0,0.0,1.0,5.8,963.0,3,4,Tỉnh Cao Bằng,22.7426936,106.1060926,2026-07-11T00:04:07
2026-07-10T06:00,24.5,95,0.1,0.1,0.2,2.2,963.4,51,4,Tỉnh Cao Bằng,22.7426936,106.1060926,2026-07-11T00:04:07
2026-07-10T07:00,25.0,96,0.0,0.0,2.4,7.9,964.1,3,4,Tỉnh Cao Bằng,22.7426936,106.1060926,2026-07-11T00:04:07
2026-07-10T08:00,25.6,96,0.1,0.0,2.1,10.8,964.0,51,4,Tỉnh Cao Bằng,22.7426936,106.1060926,2026-07-11T00:04:07
2026-07-10T09:00,27.0,87,0.0,0.0,2.4,12.6,964.0,2,4,Tỉnh Cao Bằng,22.7426936,106.1060926,2026-07-11T00:04:07
2026-07-10T10:00,28.4,78,0.1,0.1,2.6,13.7,964.1,51,4,Tỉnh Cao Bằng,22.7426936,106.1060926,2026-07-11T00:04:07
